顧客ID,購入額,購入頻度,購入取引数,支払額,最低支払額,一括購入額,一括購入の頻度,分割購入額,分割購入の頻度,カードキャッシング金額,カードキャッシングの頻度,カードキャッシング取引数,クレジット限度額
C14680,2953.03,0.166667,3,3123.296573,118.209566,2953.03,0.166667,0.0,0.0,0.0,0.0,0,5000.0
C14681,967.61,0.833333,12,1778.725826,477.542826,397.61,0.166667,570.0,0.75,581.6512,0.25,3,5000.0
C14682,49.09,0.166667,2,1405.747523,189.159601,49.09,0.166667,0.0,0.0,1306.110387,0.416667,13,6500.0
C14683,1498.28,0.833333,24,1343.450205,189.406063,667.0,0.416667,831.28,0.583333,0.0,0.0,0,12000.0
C14684,1792.15,0.333333,16,2373.896899,2184.394699,1792.15,0.333333,0.0,0.0,4169.060991,0.333333,6,11500.0
C14685,511.12,0.916667,24,1378.838332,2569.377585,278.6,0.25,232.52,0.833333,1209.426365,0.416667,14,4500.0
C14686,0.0,0.0,0,1216.465192,935.585513,0.0,0.0,0.0,0.0,433.71918,0.083333,1,4500.0
C14687,386.0,0.666667,4,425.996964,65.250637,0.0,0.0,386.0,0.5,0.0,0.0,0,1000.0
C14688,1076.01,0.25,7,1828.936956,2608.291402,1076.01,0.25,0.0,0.0,3134.26615,0.666667,29,9500.0
C14689,160.0,0.083333,1,197.019336,94.411065,160.0,0.083333,0.0,0.0,0.0,0.0,0,500.0
C14690,0.0,0.0,0,171.743821,113.220269,0.0,0.0,0.0,0.0,1125.542162,0.666667,6,1200.0
C14691,507.0,0.166667,4,6802.892319,8644.138069,507.0,0.166667,0.0,0.0,8980.648498,0.916667,43,8500.0
C14692,0.0,0.0,0,3208.182454,236.90696,0.0,0.0,0.0,0.0,2828.975383,0.416667,8,1500.0
C14693,592.88,0.583333,9,1111.148943,120.742325,451.18,0.583333,141.7,0.083333,0.0,0.0,0,12000.0
C14694,212.64,0.083333,1,1121.381513,2669.122014,212.64,0.083333,0.0,0.0,272.115509,0.166667,6,2000.0
C14695,453.12,0.333333,7,1160.859524,1067.666256,453.12,0.333333,0.0,0.0,2115.036647,0.5,12,5000.0
C14696,0.0,0.0,0,668.918811,553.243869,0.0,0.0,0.0,0.0,1818.306309,0.416667,5,3000.0
C14697,0.0,0.0,0,810.389383,1147.376672,0.0,0.0,0.0,0.0,230.543537,0.25,7,3000.0
C14698,1381.14,0.666667,11,1457.406626,128.626652,1027.14,0.333333,354.0,0.25,0.0,0.0,0,2500.0
C14699,1248.09,1.0,21,1316.455236,210.906103,829.45,1.0,418.64,0.25,0.0,0.0,0,5000.0
C14700,348.0,0.083333,1,2893.195013,419.016946,348.0,0.083333,0.0,0.0,1940.357907,0.083333,1,9000.0
C14701,2617.61,1.0,52,2948.963493,164.864181,1342.69,1.0,1274.92,0.75,0.0,0.0,0,2500.0
C14702,1500.0,0.416667,15,2200.280484,1436.215703,1500.0,0.416667,0.0,0.0,0.0,0.0,0,2200.0
C14703,1423.71,1.0,17,1410.310559,423.078833,1423.71,1.0,0.0,0.0,0.0,0.0,0,5000.0
C14704,201.0,0.25,4,479.948299,142.198683,104.5,0.083333,96.5,0.166667,0.0,0.0,0,2500.0
C14705,423.38,0.625,9,813.94163,1523.155003,223.38,0.25,200.0,0.375,6739.693779,0.25,18,8000.0
C14706,0.0,0.0,0,800.677168,1588.441785,0.0,0.0,0.0,0.0,154.67204,0.083333,1,6500.0
C14707,923.99,1.0,30,8805.280436,1134.632482,0.0,0.0,923.99,1.0,3932.272703,0.416667,7,8500.0
C14708,159.0,0.083333,1,1620.868564,2568.327034,159.0,0.083333,0.0,0.0,3983.763805,0.75,24,9000.0
C14709,0.0,0.0,0,727.929858,5.03821,0.0,0.0,0.0,0.0,482.992567,0.083333,1,3000.0
C14710,1307.39,1.0,66,2072.817061,2983.977594,84.45,0.166667,1222.94,1.0,1836.893684,0.25,3,8500.0
C14711,1345.81,0.916667,33,2069.156797,2410.701385,226.0,0.333333,1119.81,0.666667,3429.450339,0.666667,25,9500.0
C14712,2634.7,1.0,42,2295.964836,103.773786,2411.53,1.0,223.17,0.363636,0.0,0.0,0,7500.0
C14713,0.0,0.0,0,766.728773,1044.358428,0.0,0.0,0.0,0.0,185.532602,0.083333,2,3500.0
C14714,2009.64,1.0,23,1886.871621,150.495102,206.0,0.083333,1803.64,1.0,0.0,0.0,0,16500.0
C14715,525.17,0.083333,4,515.996856,37.409861,525.17,0.083333,0.0,0.0,0.0,0.0,0,8500.0
C14716,955.87,0.5,9,1201.853087,99.945036,955.87,0.5,0.0,0.0,0.0,0.0,0,13500.0
C14717,0.0,0.0,0,412.848153,599.972398,0.0,0.0,0.0,0.0,73.157833,0.083333,1,2000.0
C14718,169.24,0.083333,1,166.658504,42.777345,169.24,0.083333,0.0,0.0,0.0,0.0,0,1200.0
C14719,1139.2,1.0,15,957.152839,116.355394,0.0,0.0,1139.2,0.875,0.0,0.0,0,3000.0
C14720,110.8,0.166667,2,551.431723,565.627471,110.8,0.166667,0.0,0.0,0.0,0.0,0,3000.0
C14721,0.0,0.0,0,1535.018327,274.518511,0.0,0.0,0.0,0.0,1561.104542,0.583333,9,1200.0
C14722,283.15,0.583333,7,206.688202,101.894341,0.0,0.0,283.15,0.5,0.0,0.0,0,5000.0
C14723,390.0,0.083333,1,6537.913767,2729.078978,390.0,0.083333,0.0,0.0,5876.866242,0.583333,9,3200.0
C14724,2153.11,1.0,48,3032.171255,2764.780103,1326.0,0.75,827.11,0.916667,3037.443167,0.583333,28,9500.0
C14725,288.47,0.416667,5,673.92358,1361.538435,0.0,0.0,288.47,0.416667,37.454878,0.083333,2,1700.0
C14726,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,887.279827,0.166667,10,1200.0
C14727,797.27,0.75,12,1177.010626,261.521082,482.31,0.333333,314.96,0.583333,180.115216,0.083333,1,6000.0
C14728,0.0,0.0,0,3202.100651,12449.67391,0.0,0.0,0.0,0.0,2293.529361,0.333333,8,5500.0
C14729,162.28,0.5,6,333.663574,462.345834,0.0,0.0,162.28,0.5,0.0,0.0,0,1000.0
C14730,75.87,0.083333,1,328.843583,544.816677,75.87,0.083333,0.0,0.0,1482.699821,0.166667,10,1500.0
C14731,0.0,0.0,0,7094.254317,248.788237,0.0,0.0,0.0,0.0,1275.337159,0.083333,3,3000.0
C14732,366.6,1.0,12,335.625679,164.248719,0.0,0.0,366.6,1.0,0.0,0.0,0,2000.0
C14733,0.0,0.0,0,462.290269,469.620367,0.0,0.0,0.0,0.0,457.757366,0.083333,1,1200.0
C14734,750.19,0.714286,7,498.643829,95.901909,750.19,0.714286,0.0,0.0,0.0,0.0,0,2500.0
C14735,0.0,0.0,0,702.156272,1069.874481,0.0,0.0,0.0,0.0,3043.478003,0.416667,11,6000.0
C14736,2732.66,1.0,30,2548.494077,388.363232,2548.47,1.0,184.19,0.416667,0.0,0.0,0,16500.0
C14737,200.0,0.083333,1,550.95426,290.977264,200.0,0.083333,0.0,0.0,0.0,0.0,0,1200.0
C14738,0.0,0.0,0,495.667079,974.797056,0.0,0.0,0.0,0.0,159.189426,0.083333,1,2400.0
C14739,431.52,1.0,12,417.892105,182.596244,431.52,1.0,0.0,0.0,0.0,0.0,0,7000.0
C14740,2421.85,1.0,69,1421.087219,422.043729,468.65,0.333333,1953.2,1.0,0.0,0.0,0,9000.0
C14741,387.66,0.7,24,211.00385,174.40662,387.66,0.7,0.0,0.0,0.0,0.0,0,1200.0
C14742,338.4,1.0,12,384.287358,135.392627,0.0,0.0,338.4,1.0,0.0,0.0,0,1000.0
C14743,0.0,0.0,0,1914.79158,3654.599824,0.0,0.0,0.0,0.0,3546.56566,0.333333,11,7000.0
C14744,2235.12,1.0,103,1489.016246,1494.385566,1102.4,0.5,1132.72,1.0,0.0,0.0,0,10500.0
C14745,0.0,0.0,0,1623.620841,1571.575974,0.0,0.0,0.0,0.0,4273.427073,0.333333,11,10500.0
C14746,51.16,0.166667,2,160.554337,166.879157,0.0,0.0,51.16,0.083333,0.0,0.0,0,3000.0
C14747,203.08,0.666667,8,1309.186831,204.315088,0.0,0.0,203.08,0.666667,956.776745,0.166667,2,2000.0
C14748,747.62,0.166667,2,306.649908,215.800967,747.62,0.166667,0.0,0.0,1411.613588,0.5,6,2500.0
C14749,0.0,0.0,0,182.533898,155.060934,0.0,0.0,0.0,0.0,147.48527,0.083333,1,3000.0
C14750,62.46,0.5,6,1080.520104,448.013699,0.0,0.0,62.46,0.416667,1361.312559,0.25,4,4000.0
C14751,1019.0,0.75,10,1274.379409,161.692199,119.0,0.083333,900.0,0.75,0.0,0.0,0,4500.0
C14752,0.0,0.0,0,3810.594316,2642.808941,0.0,0.0,0.0,0.0,7625.978921,0.666667,16,8000.0
C14753,3649.83,0.25,10,209.217046,164.503829,3649.83,0.25,0.0,0.0,0.0,0.0,0,7500.0
C14754,297.4,0.25,5,595.460601,173.255085,297.4,0.25,0.0,0.0,0.0,0.0,0,6000.0
C14755,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,4000.0
C14756,1461.15,1.0,33,1334.893122,193.531249,1034.03,1.0,427.12,0.916667,0.0,0.0,0,7500.0
C14757,80.44,0.416667,5,104.97817,67.789985,0.0,0.0,80.44,0.416667,0.0,0.0,0,2500.0
C14758,374.81,0.333333,4,5283.297064,1589.293892,333.2,0.25,41.61,0.083333,9917.639168,0.833333,18,7000.0
C14759,1181.03,0.666667,15,1047.448996,181.476998,607.4,0.166667,573.63,0.666667,0.0,0.0,0,4500.0
C14760,784.0,0.5,12,514.650308,159.17308,659.0,0.25,125.0,0.333333,0.0,0.0,0,10500.0
C14761,0.0,0.0,0,259.780798,423.779107,0.0,0.0,0.0,0.0,127.321884,0.090909,2,1500.0
C14762,1402.4,0.666667,19,1262.938606,239.059144,1140.5,0.583333,261.9,0.416667,0.0,0.0,0,7200.0
C14763,0.0,0.0,0,3338.597271,9.550733,0.0,0.0,0.0,0.0,1161.514855,0.083333,3,1200.0
C14764,3398.12,1.0,24,9000.706634,4255.297059,95.84,0.083333,3302.28,1.0,5608.804955,0.333333,4,3000.0
C14765,3916.8,0.909091,60,3291.567762,144.195071,2170.37,0.636364,1746.43,0.545455,107.838419,0.090909,1,3000.0
C14766,0.0,0.0,0,6291.189848,1246.208875,0.0,0.0,0.0,0.0,9687.179224,0.636364,11,10000.0
C14767,33.4,1.0,12,2508.700414,170.113751,0.0,0.0,33.4,1.0,0.0,0.0,0,3700.0
C14768,0.0,0.0,0,769.962086,1698.5381,0.0,0.0,0.0,0.0,1182.596884,0.416667,13,4000.0
C14769,1293.7,1.0,40,894.932094,204.619343,725.6,0.916667,568.1,0.916667,0.0,0.0,0,1200.0
C14770,626.69,0.166667,2,786.571498,311.637186,626.69,0.166667,0.0,0.0,0.0,0.0,0,2500.0
C14771,2607.88,0.833333,43,1954.784637,154.583752,1142.96,0.833333,1464.92,0.666667,73.579253,0.083333,1,4000.0
C14772,0.0,0.0,0,1383.938805,1295.228551,0.0,0.0,0.0,0.0,4745.047686,0.333333,6,8000.0
C14773,0.0,0.0,0,883.943797,216.195821,0.0,0.0,0.0,0.0,611.76416,0.083333,2,1200.0
C14774,1266.03,1.0,46,729.118157,189.433393,170.0,0.083333,1096.03,1.0,0.0,0.0,0,1800.0
C14775,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,326.731167,0.111111,5,2500.0
C14776,393.49,0.166667,12,795.860389,213.548011,393.49,0.166667,0.0,0.0,787.215403,0.25,8,600.0
C14777,1384.92,0.75,9,2814.59508,2308.020257,0.0,0.0,1384.92,0.666667,18.807602,0.083333,1,13000.0
C14778,1115.92,0.916667,79,1506.34522,85.99372,0.0,0.0,1115.92,0.916667,54.562891,0.166667,2,3500.0
C14779,0.0,0.0,0,9724.871142,332.480788,0.0,0.0,0.0,0.0,1864.566564,0.083333,5,2500.0
C14780,0.0,0.0,0,445.866028,1043.148468,0.0,0.0,0.0,0.0,1192.786167,0.25,4,2400.0
C14781,738.65,0.833333,16,899.2372,170.492035,0.0,0.0,738.65,0.833333,109.368455,0.083333,1,7500.0
C14783,0.0,0.0,0,1751.449835,477.001326,0.0,0.0,0.0,0.0,2773.394382,0.25,8,1500.0
C14784,2161.22,0.75,24,1663.048553,148.790482,2161.22,0.75,0.0,0.0,0.0,0.0,0,5000.0
C14785,0.0,0.0,0,1116.896212,25697.63772,0.0,0.0,0.0,0.0,3354.686368,0.333333,11,7700.0
C14786,551.93,1.0,27,437.19547,194.026175,0.0,0.0,551.93,1.0,0.0,0.0,0,2500.0
C14787,0.0,0.0,0,809.451322,673.513777,0.0,0.0,0.0,0.0,4021.457424,0.25,8,5000.0
C14788,3380.44,1.0,27,5451.794841,385.003688,1449.92,0.333333,1930.52,1.0,0.0,0.0,0,3500.0
C14789,1146.74,0.857143,8,1273.063087,252.66907,796.74,0.142857,350.0,0.714286,0.0,0.0,0,1000.0
C14790,248.74,0.333333,4,1082.286757,384.449529,0.0,0.0,248.74,0.25,1814.147021,0.25,3,2500.0
C14791,0.0,0.0,0,877.767833,1454.215974,0.0,0.0,0.0,0.0,925.72976,0.083333,1,6500.0
C14792,715.81,0.333333,7,694.102974,724.758705,715.81,0.333333,0.0,0.0,0.0,0.0,0,10000.0
C14793,1535.49,0.9,24,778.913464,149.966517,1203.69,0.5,331.8,0.5,0.0,0.0,0,1000.0
C14794,114.0,0.5,6,123.400772,44.25482,0.0,0.0,114.0,0.5,0.0,0.0,0,2700.0
C14795,1788.84,1.0,12,40627.59524,2149.990102,0.0,0.0,1788.84,1.0,90.031207,0.083333,1,18000.0
C14796,461.68,0.333333,7,282.328051,183.50739,201.0,0.083333,260.68,0.166667,0.0,0.0,0,4500.0
C14797,358.49,0.916667,11,479.607061,141.652641,0.0,0.0,358.49,0.833333,188.234434,0.083333,1,2500.0
C14798,86.9,0.083333,1,253.775702,210.961925,86.9,0.083333,0.0,0.0,0.0,0.0,0,7500.0
C14799,1867.9,0.75,24,2080.403638,204.877516,1424.87,0.5,443.03,0.5,128.429272,0.166667,3,6500.0
C14800,553.36,0.666667,9,2515.38256,56.937337,140.0,0.083333,413.36,0.666667,1719.767683,0.166667,2,3000.0
C14802,1282.2,1.0,12,1407.623536,1230.452069,0.0,0.0,1282.2,1.0,0.0,0.0,0,1200.0
C14803,0.0,0.0,0,619.975821,519.49072,0.0,0.0,0.0,0.0,272.782072,0.583333,7,1500.0
C14804,498.96,0.857143,9,414.718951,1517.202791,0.0,0.0,498.96,0.714286,2364.540395,0.285714,5,2500.0
C14805,1858.33,0.666667,14,1934.821016,177.124786,1380.0,0.333333,478.33,0.333333,0.0,0.0,0,4500.0
C14806,354.0,0.166667,2,4555.965464,211.04268,354.0,0.166667,0.0,0.0,0.0,0.0,0,16500.0
C14807,1296.2,0.25,14,18.125527,110.486344,745.82,0.25,550.38,0.166667,0.0,0.0,0,1800.0
C14808,1456.0,0.666667,17,1416.600792,139.685178,361.0,0.166667,1095.0,0.583333,0.0,0.0,0,2500.0
C14809,175.0,0.166667,2,212.558928,223.193529,175.0,0.166667,0.0,0.0,0.0,0.0,0,1200.0
C14810,0.0,0.0,1,284.731156,331.10383,0.0,0.0,20.0,0.166667,38.249993,0.083333,1,1200.0
C14811,450.0,1.0,10,386.571651,131.349565,0.0,0.0,450.0,0.9,0.0,0.0,0,1000.0
C14812,0.0,0.0,0,3566.140224,473.448279,0.0,0.0,0.0,0.0,3393.427055,0.25,11,1200.0
C14813,0.0,0.0,0,433.218956,837.7785,0.0,0.0,0.0,0.0,838.008227,0.166667,2,2500.0
C14814,0.0,0.0,0,817.050377,825.529474,0.0,0.0,0.0,0.0,759.456509,0.416667,9,3500.0
C14815,1582.84,0.5,8,565.380786,486.702058,1554.89,0.416667,27.95,0.083333,0.0,0.0,0,2500.0
C14816,0.0,0.0,0,548.182704,515.520727,0.0,0.0,0.0,0.0,1048.972729,0.25,9,3000.0
C14817,27.42,0.083333,1,228.417814,175.836378,0.0,0.0,27.42,0.083333,0.0,0.0,0,1800.0
C14818,0.0,0.0,0,426.206835,217.958559,0.0,0.0,0.0,0.0,105.877591,0.083333,1,1200.0
C14819,0.0,0.0,0,2678.249487,114.91159,0.0,0.0,0.0,0.0,1251.696029,0.083333,1,2000.0
C14820,607.0,0.916667,13,466.149713,906.697643,607.0,0.916667,0.0,0.0,0.0,0.0,0,1200.0
C14821,1027.64,0.5,15,1007.971531,106.407569,1027.64,0.5,0.0,0.0,0.0,0.0,0,6000.0
C14822,0.0,0.0,0,842.814061,405.72085,0.0,0.0,0.0,0.0,180.783929,0.083333,1,1800.0
C14823,70.0,0.5,6,105.954038,229.157988,0.0,0.0,70.0,0.416667,0.0,0.0,0,1000.0
C14824,2196.0,0.833333,14,2142.056177,184.805024,2154.34,0.75,41.66,0.083333,0.0,0.0,0,1800.0
C14825,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,3500.0
C14826,480.0,0.666667,8,38.770699,86.542118,480.0,0.666667,0.0,0.0,0.0,0.0,0,1500.0
C14827,282.39,0.583333,7,722.645708,935.878792,0.0,0.0,282.39,0.583333,0.0,0.0,0,1000.0
C14828,710.8,0.833333,16,364.205524,3231.905456,140.0,0.166667,570.8,0.666667,4620.069456,0.166667,11,4900.0
C14829,0.0,0.0,0,218.648513,598.910658,0.0,0.0,0.0,0.0,115.766104,0.25,4,1100.0
C14830,0.0,0.0,0,2104.053736,257.650259,0.0,0.0,0.0,0.0,1391.140391,0.142857,2,1500.0
C14831,1765.38,0.666667,24,1661.464986,135.26688,84.8,0.083333,1680.58,0.583333,0.0,0.0,0,9500.0
C14832,0.0,0.0,0,3056.718074,429.217423,0.0,0.0,0.0,0.0,1622.255801,0.25,4,1600.0
C14833,57.0,0.25,3,164.041195,124.16248,0.0,0.0,57.0,0.166667,0.0,0.0,0,5000.0
C14834,1123.42,1.0,30,4772.462052,948.702747,865.78,1.0,257.64,0.583333,1992.271699,0.166667,2,4500.0
C14835,5055.77,1.0,69,4826.844372,1879.122243,2931.91,0.333333,2123.86,1.0,0.0,0.0,0,1900.0
C14836,717.24,1.0,24,4002.194556,3843.924668,717.24,1.0,0.0,0.0,4718.274895,0.5,7,18000.0
C14837,8168.9,1.0,59,7455.296139,232.694923,3000.97,0.666667,5167.93,1.0,0.0,0.0,0,16500.0
C14838,548.79,0.583333,48,3817.151157,852.200705,548.79,0.583333,0.0,0.0,3075.115015,0.166667,5,3500.0
C14839,853.0,0.5,6,784.917897,276.484296,0.0,0.0,853.0,0.416667,999.04114,0.083333,3,4000.0
C14841,4044.14,1.0,66,6312.820074,520.454965,2961.8,0.916667,1082.34,1.0,0.0,0.0,0,6700.0
C14842,115.5,0.166667,3,446.088328,356.432463,115.5,0.166667,0.0,0.0,0.0,0.0,0,1200.0
C14843,0.0,0.0,0,1419.130675,1076.233929,0.0,0.0,0.0,0.0,1256.712548,0.5,11,9500.0
C14844,345.3,0.166667,2,2010.926039,2784.103858,345.3,0.166667,0.0,0.0,3599.222154,0.666667,18,6500.0
C14845,956.05,0.583333,16,915.734963,592.444909,818.73,0.5,137.32,0.25,0.0,0.0,0,2500.0
C14846,0.0,0.0,0,4930.710131,4974.373221,0.0,0.0,0.0,0.0,4561.826799,0.416667,10,11500.0
C14847,82.85,0.636364,13,100.08381,108.827629,0.0,0.0,82.85,0.545455,0.0,0.0,0,3500.0
C14848,248.75,0.166667,2,568.025868,562.654151,248.75,0.166667,0.0,0.0,1016.518185,0.083333,1,6000.0
C14849,0.0,0.0,0,13956.71873,1633.85526,0.0,0.0,0.0,0.0,12405.2945,0.5,13,11500.0
C14850,400.98,0.5,6,2008.360568,1704.533297,0.0,0.0,400.98,0.416667,259.046858,0.083333,1,12500.0
C14851,1194.52,0.416667,15,2722.095294,2670.210603,0.0,0.0,1194.52,0.333333,790.205561,0.333333,6,6000.0
C14852,0.0,0.0,0,48.739156,97.986182,0.0,0.0,0.0,0.0,133.049604,0.285714,2,1200.0
C14853,0.0,0.0,0,2640.103648,1789.614843,0.0,0.0,0.0,0.0,3802.386718,0.75,17,7500.0
C14854,908.15,1.0,23,4361.679346,943.46896,0.0,0.0,908.15,1.0,1008.639756,0.333333,9,3000.0
C14855,1237.37,0.833333,13,833.893431,279.421489,447.6,0.166667,789.77,0.75,0.0,0.0,0,4500.0
C14856,151.92,1.0,8,111.631804,111.312954,0.0,0.0,151.92,0.875,0.0,0.0,0,1000.0
C14857,64.0,0.5,6,179.083715,212.119486,0.0,0.0,64.0,0.416667,0.0,0.0,0,2550.0
C14858,1002.93,1.0,23,328.446221,344.205824,825.89,0.833333,177.04,0.333333,0.0,0.0,0,4000.0
C14859,0.0,0.0,0,9933.62261,684.647727,0.0,0.0,0.0,0.0,2496.721337,0.25,3,5000.0
C14860,248.44,0.5,6,219.96077,174.71331,13.0,0.083333,235.44,0.416667,0.0,0.0,0,1200.0
C14861,1277.5,0.583333,7,1315.820451,173.58488,0.0,0.0,1277.5,0.5,0.0,0.0,0,2500.0
C14862,290.6,1.0,12,315.279531,170.973738,290.6,1.0,0.0,0.0,0.0,0.0,0,2000.0
C14863,519.79,0.583333,8,642.723631,436.088187,519.79,0.583333,0.0,0.0,0.0,0.0,0,1200.0
C14864,70.0,0.083333,1,464.687342,178.912575,70.0,0.083333,0.0,0.0,365.228157,0.333333,6,2500.0
C14865,1282.38,0.916667,11,930.179257,179.698273,0.0,0.0,1282.38,0.833333,0.0,0.0,0,11500.0
C14866,0.0,0.0,0,1029.476417,921.100658,0.0,0.0,0.0,0.0,702.912179,0.583333,7,11000.0
C14867,0.0,0.0,0,2369.167737,226.016919,0.0,0.0,0.0,0.0,1398.39554,0.083333,1,8000.0
C14868,0.0,0.0,0,1474.388466,927.057881,0.0,0.0,0.0,0.0,2399.437045,0.25,3,7000.0
C14870,0.0,0.0,0,331.387568,600.297574,0.0,0.0,0.0,0.0,1960.264859,0.25,3,4500.0
C14871,261.16,1.0,16,230.605229,179.077671,0.0,0.0,261.16,1.0,0.0,0.0,0,4000.0
C14872,1147.23,0.25,6,1460.796216,80.470536,1071.7,0.083333,75.53,0.25,0.0,0.0,0,4000.0
C14873,0.0,0.0,0,1360.117166,1562.665426,0.0,0.0,0.0,0.0,844.083928,0.416667,13,3000.0
C14874,2253.98,0.9,68,1132.237548,960.131857,920.54,0.8,1333.44,0.8,4161.09715,0.8,30,9000.0
C14876,0.0,0.0,0,1746.672526,194.539211,0.0,0.0,0.0,0.0,1258.982051,0.583333,14,6500.0
C14877,189.85,0.333333,4,184.60455,100.687061,189.85,0.333333,0.0,0.0,0.0,0.0,0,3000.0
C14878,0.0,0.0,0,1292.534876,1605.355165,0.0,0.0,0.0,0.0,2338.977761,0.083333,2,6000.0
C14879,0.0,0.0,0,1628.657052,11.51534,0.0,0.0,0.0,0.0,370.73048,0.083333,1,1000.0
C14880,3987.01,0.833333,25,1423.187576,1583.370963,3531.24,0.416667,455.77,0.75,2791.263609,0.416667,13,7500.0
C14881,0.0,0.0,0,666.186973,655.620366,0.0,0.0,0.0,0.0,967.482287,0.083333,1,6500.0
C14882,626.28,0.833333,22,729.334233,164.106431,210.7,0.416667,415.58,0.666667,0.0,0.0,0,3000.0
C14884,0.0,0.0,0,327.333462,308.017569,0.0,0.0,0.0,0.0,171.920223,0.416667,8,1000.0
C14885,675.89,0.916667,12,2639.956641,3049.937917,500.39,0.25,175.5,0.666667,1521.869211,0.333333,12,12000.0
C14886,0.0,0.0,0,2132.826323,4814.853217,0.0,0.0,0.0,0.0,9236.092963,0.5,23,13000.0
C14887,13.66,0.090909,1,1703.339459,208.367436,0.0,0.0,13.66,0.090909,0.0,0.0,0,7000.0
C14888,5393.36,1.0,86,4173.119357,5573.463031,2094.44,0.583333,3298.92,1.0,0.0,0.0,0,3000.0
C14889,0.0,0.0,0,639.484442,640.261805,0.0,0.0,0.0,0.0,270.201463,0.083333,1,2900.0
C14890,2315.86,0.916667,27,3176.971719,462.419982,1339.26,0.416667,976.6,0.833333,0.0,0.0,0,4000.0
C14892,2650.91,1.0,33,1416.618009,427.14706,2123.9,0.25,527.01,1.0,0.0,0.0,0,7000.0
C14894,3211.86,1.0,22,3198.261943,960.856638,1420.58,0.75,1791.28,0.833333,0.0,0.0,0,11000.0
C14895,229.48,0.25,3,392.882251,132.864883,229.48,0.25,0.0,0.0,0.0,0.0,0,3050.0
C14896,254.0,0.666667,12,248.076679,185.502626,84.0,0.166667,170.0,0.5,0.0,0.0,0,3000.0
C14897,3145.79,1.0,26,995.065501,387.473541,997.29,0.333333,2148.5,1.0,0.0,0.0,0,6000.0
C14898,971.2,0.166667,3,1922.505496,124.779308,971.2,0.166667,0.0,0.0,446.94537,0.083333,1,1000.0
C14899,0.0,0.0,0,346.494649,159.136566,0.0,0.0,0.0,0.0,1786.070392,0.083333,4,3000.0
C14900,98.83,0.454545,5,116.299635,145.320085,98.83,0.454545,0.0,0.0,0.0,0.0,0,7000.0
C14901,0.0,0.0,0,206.505212,316.230814,0.0,0.0,0.0,0.0,196.616463,0.083333,1,1200.0
C14902,4440.8,0.583333,19,7150.995346,119.097785,4440.8,0.583333,0.0,0.0,0.0,0.0,0,1500.0
C14903,0.0,0.0,0,720.558343,334.635642,0.0,0.0,0.0,0.0,154.550357,0.090909,1,4000.0
C14904,250.0,0.5,6,4669.193554,893.368255,0.0,0.0,250.0,0.416667,0.0,0.0,0,10000.0
C14905,0.0,0.0,0,224.204359,551.721679,0.0,0.0,0.0,0.0,18.510103,0.083333,1,1200.0
C14906,305.6,0.166667,2,2547.923816,1602.370029,305.6,0.166667,0.0,0.0,0.0,0.0,0,16500.0
C14907,1315.39,1.0,50,1123.656185,182.23728,313.08,1.0,1002.31,1.0,0.0,0.0,0,3500.0
C14908,433.5,0.909091,13,465.466079,148.914581,273.94,0.181818,159.56,0.909091,0.0,0.0,0,9000.0
C14909,744.9,0.5,10,449.758817,647.309788,669.9,0.416667,75.0,0.083333,956.424536,0.25,7,4000.0
C14910,0.0,0.0,0,528.612762,607.334479,0.0,0.0,0.0,0.0,335.056814,0.166667,2,1800.0
C14911,368.47,0.083333,5,174.470592,167.4688,368.47,0.083333,0.0,0.0,66.320495,0.083333,2,2500.0
C14912,50.0,0.083333,1,2074.177677,162.04957,50.0,0.083333,0.0,0.0,947.140065,0.166667,2,5500.0
C14913,562.5,0.416667,5,987.794574,861.298259,0.0,0.0,562.5,0.416667,0.0,0.0,0,1500.0
C14914,0.0,0.0,0,214.423727,362.96484,0.0,0.0,0.0,0.0,363.680545,0.125,1,1500.0
C14915,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,1000.0
C14916,0.0,0.0,0,446.251464,228.206218,0.0,0.0,0.0,0.0,219.933843,0.333333,4,1200.0
C14917,992.88,0.416667,12,791.103098,148.537836,992.88,0.416667,0.0,0.0,0.0,0.0,0,4500.0
C14918,4939.1,0.666667,309,3952.187547,5234.368383,4939.1,0.666667,0.0,0.0,2365.84349,0.25,7,6000.0
C14919,74.42,0.25,3,353.250281,492.588377,0.0,0.0,74.42,0.25,0.0,0.0,0,700.0
C14920,99.0,0.333333,4,196.556706,85.643203,99.0,0.333333,0.0,0.0,0.0,0.0,0,6000.0
C14921,387.0,1.0,9,335.472854,122.280528,0.0,0.0,387.0,0.888889,0.0,0.0,0,3000.0
C14922,0.0,0.0,0,2163.873958,329.166007,0.0,0.0,0.0,0.0,617.736537,0.166667,2,1800.0
C14923,182.1,0.25,4,255.074373,93.628909,33.6,0.083333,148.5,0.083333,113.918826,0.083333,1,6000.0
C14924,3648.73,0.9,46,586.67656,558.834333,2517.43,0.9,1131.3,0.6,2034.664095,0.5,7,7000.0
C14925,48.78,0.083333,1,256.731955,259.3518,48.78,0.083333,0.0,0.0,0.0,0.0,0,500.0
